record_id,item_name,item_category,product_weight_g,recommended_pouch_type,material_type,width_cm,height_cm,gusset_cm,thickness_micron,printing_type,zip_lock,food_grade,barrier_level,shelf_life_months,quantity,film_weight_g_per_pouch,material_rate_per_kg_inr,printing_cost_per_pouch_inr,making_cost_per_pouch_inr,wastage_percent,margin_percent,actual_cost_per_pouch_inr,description_for_semantic_search
106,Chips,snack,250,center seal,MET BOPP+CPP,14.2,23.1,0,90,none,yes,yes,medium,6,100000,41.69,182.31,0.14,3.58,8,20,14.67,250g chips center seal pouch MET BOPP+CPP 90 micron none printing with zip lock medium barrier suitable for snack
107,Dry Fruits,premium food,450,stand-up,PET+ALU+PE,20.0,28.1,6.0,110,2 color,no,yes,high,12,100000,132.63,228.97,1.02,0.91,4,14,38.29,450g dry fruits stand-up pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for premium food
108,Pancake Mix,bakery,700,stand-up,PET+PE,20.7,33.1,6.8,90,full color,no,yes,medium,12,25000,132.72,172.62,1.46,3.54,5,18,34.58,700g pancake mix stand-up pouch PET+PE 90 micron full color printing without zip lock medium barrier suitable for bakery
109,Multivitamins,pharma,100,stand-up,PET+ALU+PE,16.1,20.1,4.6,150,2 color,no,no,high,24,5000,107.51,287.21,0.88,1.51,8,19,42.76,100g multivitamins stand-up pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for pharma
110,Fertilizer Sample,agri,1450,side gusset,LDPE,39.0,54.2,14.5,100,2 color,no,no,low,18,500,479.49,101.73,0.86,1.85,7,14,62.81,1450g fertilizer sample side gusset pouch LDPE 100 micron 2 color printing without zip lock low barrier suitable for agri
111,Spices,dry food,50,3-side seal,PET+PE,9.0,12.3,0,90,full color,no,yes,medium,12,5000,15.49,154.88,1.37,2.47,8,12,7.55,50g spices 3-side seal pouch PET+PE 90 micron full color printing without zip lock medium barrier suitable for dry food
112,Fertilizer Sample,agri,1050,side gusset,PET+PE,40.5,56.6,15.0,100,2 color,no,yes,medium,18,2000,517.54,133.69,1.03,7.91,5,18,96.8,1050g fertilizer sample side gusset pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for agri
113,Pet Food,pet,550,stand-up,PET+PE,19.9,29.2,6.5,100,full color,no,no,medium,18,1000,127.71,141.86,1.37,4.94,8,12,29.55,550g pet food stand-up pouch PET+PE 100 micron full color printing without zip lock medium barrier suitable for pet
114,Wheat Flour,dry food,450,stand-up,Paper,19.3,30.3,6.2,150,none,no,yes,low,12,100000,188.86,121.64,0.17,6.39,4,17,35.94,450g wheat flour stand-up pouch Paper 150 micron none printing without zip lock low barrier suitable for dry food
115,Tea Leaves,dry food,500,stand-up,PET+ALU+PE,20.4,30.5,6.2,110,1 color,no,yes,high,24,500,145.2,247.8,0.53,4.97,8,10,49.28,500g tea leaves stand-up pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for dry food
116,Organic Fertilizer,agri,950,side gusset,Kraft+PE,39.5,54.7,14.7,100,2 color,no,no,medium,18,10000,490.51,151.52,0.83,6.74,6,20,104.17,950g organic fertilizer side gusset pouch Kraft+PE 100 micron 2 color printing without zip lock medium barrier suitable for agri
117,Protein Powder,nutrition,500,flat bottom,PET+ALU+PE,22.9,31.9,8.6,130,1 color,no,yes,high,18,50000,222.67,307.05,0.64,3.43,9,14,90.01,500g protein powder flat bottom pouch PET+ALU+PE 130 micron 1 color printing without zip lock high barrier suitable for nutrition
118,Capsules,pharma,50,3-side seal,PET+ALU+PE,9.3,12.5,0,90,2 color,no,no,high,24,10000,16.22,272.61,1.0,7.57,3,18,15.79,50g capsules 3-side seal pouch PET+ALU+PE 90 micron 2 color printing without zip lock high barrier suitable for pharma
119,Lentils,dry food,500,stand-up,PET+PE,18.6,31.5,6.1,125,1 color,no,yes,medium,18,100000,156.69,175.47,0.49,3.74,4,8,35.63,500g lentils stand-up pouch PET+PE 125 micron 1 color printing without zip lock medium barrier suitable for dry food
120,Fertilizer Sample,agri,950,side gusset,PET+PE,41.5,53.5,14.7,100,1 color,yes,yes,medium,18,25000,500.18,163.52,0.62,7.61,6,17,111.64,950g fertilizer sample side gusset pouch PET+PE 100 micron 1 color printing with zip lock medium barrier suitable for agri
121,Almonds,premium food,400,stand-up,PET+ALU+PE,21.2,30.6,6.3,110,full color,no,yes,high,18,10000,150.87,222.94,1.31,3.99,4,21,49.0,400g almonds stand-up pouch PET+ALU+PE 110 micron full color printing without zip lock high barrier suitable for premium food
122,Walnuts,premium food,250,stand-up,PET+ALU+PE,19.4,27.5,6.4,90,2 color,yes,yes,high,18,10000,107.1,237.08,0.79,6.91,6,9,38.23,250g walnuts stand-up pouch PET+ALU+PE 90 micron 2 color printing with zip lock high barrier suitable for premium food
123,Almonds,premium food,400,stand-up,PET+ALU+PE,20.4,30.4,5.5,110,2 color,yes,yes,high,18,2000,138.53,290.83,0.81,6.77,7,11,56.85,400g almonds stand-up pouch PET+ALU+PE 110 micron 2 color printing with zip lock high barrier suitable for premium food
124,Garam Masala,dry food,100,stand-up,PET+PE,15.9,20.9,5.3,90,none,yes,yes,medium,18,2000,69.64,179.38,0.06,6.55,3,18,23.22,100g garam masala stand-up pouch PET+PE 90 micron none printing with zip lock medium barrier suitable for dry food
125,Chickpeas,dry food,450,stand-up,PET+PE,18.5,31.2,5.7,90,2 color,yes,yes,medium,18,10000,108.63,132.62,0.97,4.59,8,9,23.5,450g chickpeas stand-up pouch PET+PE 90 micron 2 color printing with zip lock medium barrier suitable for dry food
126,Bread Mix,bakery,550,stand-up,PET+PE,20.8,30.1,5.6,125,1 color,no,yes,medium,12,500,159.64,166.36,0.67,5.54,5,15,39.57,550g bread mix stand-up pouch PET+PE 125 micron 1 color printing without zip lock medium barrier suitable for bakery
127,Ground Coffee,dry food,700,stand-up,PET+ALU+PE,20.7,31.9,6.9,90,none,yes,yes,high,18,100000,129.79,226.61,0,5.18,3,10,39.19,700g ground coffee stand-up pouch PET+ALU+PE 90 micron none printing with zip lock high barrier suitable for dry food
128,Namkeen,snack,100,center seal,BOPP+CPP,12.4,18.3,0,80,2 color,yes,yes,low,6,10000,26.41,127.22,0.93,1.51,8,9,6.83,100g namkeen center seal pouch BOPP+CPP 80 micron 2 color printing with zip lock low barrier suitable for snack
129,Fertilizer,agri,2200,side gusset,PET+PE,39.8,56.6,14.9,90,full color,no,no,medium,24,50000,458.45,150.8,1.23,3.87,8,12,89.79,2200g fertilizer side gusset pouch PET+PE 90 micron full color printing without zip lock medium barrier suitable for agri
130,Green Tea,dry food,100,stand-up,PET+ALU+PE,16.4,22.7,5.0,130,none,no,yes,high,18,1000,106.76,258.87,0.12,3.48,4,16,37.68,100g green tea stand-up pouch PET+ALU+PE 130 micron none printing without zip lock high barrier suitable for dry food
131,Cornflakes,dry food,450,stand-up,BOPP+CPP,20.5,29.6,6.4,80,full color,no,yes,low,12,500,104.91,158.1,1.38,3.33,7,16,26.43,450g cornflakes stand-up pouch BOPP+CPP 80 micron full color printing without zip lock low barrier suitable for dry food
132,Gummies,confectionery,100,stand-up,PET+PE,14.0,21.9,5.3,90,2 color,no,yes,medium,12,25000,65.57,135.74,0.83,2.43,6,21,15.6,100g gummies stand-up pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for confectionery
133,Mixed Nuts,premium food,400,stand-up,PET+ALU+PE,20.3,30.6,6.2,90,none,yes,yes,high,12,10000,118.65,302.94,0.01,2.11,4,17,46.32,400g mixed nuts stand-up pouch PET+ALU+PE 90 micron none printing with zip lock high barrier suitable for premium food
134,Soap Powder,household,700,stand-up,LDPE,20.7,33.0,7.5,100,none,no,no,low,24,5000,153.34,105.05,0.04,1.93,5,19,22.59,700g soap powder stand-up pouch LDPE 100 micron none printing without zip lock low barrier suitable for household
135,Pancake Mix,bakery,500,stand-up,PET+PE,21.2,28.6,6.3,75,none,no,yes,medium,12,10000,97.71,152.16,0.03,5.17,6,12,23.82,500g pancake mix stand-up pouch PET+PE 75 micron none printing without zip lock medium barrier suitable for bakery
136,Gummies,confectionery,100,stand-up,PET+PE,15.8,20.5,4.9,90,2 color,no,yes,medium,12,100000,66.14,156.35,0.84,2.39,7,8,15.68,100g gummies stand-up pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for confectionery
137,Coriander Powder,dry food,100,stand-up,PET+PE,14.1,23.8,5.3,75,2 color,yes,yes,medium,12,1000,58.38,130.39,0.97,2.07,6,16,13.1,100g coriander powder stand-up pouch PET+PE 75 micron 2 color printing with zip lock medium barrier suitable for dry food
138,Protein Powder,nutrition,450,flat bottom,PET+ALU+PE,22.0,33.3,9.3,110,none,yes,yes,high,18,500,196.25,259.26,0.04,1.36,5,17,64.23,450g protein powder flat bottom pouch PET+ALU+PE 110 micron none printing with zip lock high barrier suitable for nutrition
139,Chips,snack,200,center seal,MET BOPP+CPP,15.6,21.7,0,90,none,yes,yes,medium,6,25000,43.35,150.31,0.18,4.11,8,22,14.24,200g chips center seal pouch MET BOPP+CPP 90 micron none printing with zip lock medium barrier suitable for snack
140,Herbal Tea,dry food,50,3-side seal,PET+PE,8.8,15.4,0,100,1 color,yes,yes,medium,12,50000,20.24,156.2,0.52,3.03,5,11,7.82,50g herbal tea 3-side seal pouch PET+PE 100 micron 1 color printing with zip lock medium barrier suitable for dry food
141,Biscuits,snack,100,3-side seal,BOPP+CPP,12.8,14.3,0,80,none,no,yes,low,9,5000,22.14,154.36,0,6.04,9,18,12.16,100g biscuits 3-side seal pouch BOPP+CPP 80 micron none printing without zip lock low barrier suitable for snack
142,Granola,dry food,300,stand-up,PET+PE,16.8,27.0,5.7,90,1 color,no,yes,medium,12,1000,90.37,138.86,0.63,4.36,9,17,22.37,300g granola stand-up pouch PET+PE 90 micron 1 color printing without zip lock medium barrier suitable for dry food
143,Pet Food,pet,1100,stand-up,PET+PE,22.5,33.5,7.1,125,2 color,no,no,medium,18,25000,201.65,137.55,0.77,3.98,5,20,40.93,1100g pet food stand-up pouch PET+PE 125 micron 2 color printing without zip lock medium barrier suitable for pet
144,Tea Leaves,dry food,250,stand-up,PET+PE,17.6,26.3,6.0,75,none,yes,yes,medium,18,10000,78.1,133.84,0.16,6.96,7,17,22.0,250g tea leaves stand-up pouch PET+PE 75 micron none printing with zip lock medium barrier suitable for dry food
145,Salt,dry food,1100,3-side seal,PET+PE,21.9,30.2,0,125,none,yes,yes,low,24,5000,113.61,146.08,0.04,1.89,3,15,21.94,1100g salt 3-side seal pouch PET+PE 125 micron none printing with zip lock low barrier suitable for dry food
146,Flour,bakery,950,stand-up,Paper,23.4,30.3,7.1,120,none,yes,yes,low,12,100000,184.83,129.55,0.06,5.19,5,13,34.64,950g flour stand-up pouch Paper 120 micron none printing with zip lock low barrier suitable for bakery
147,Cornflakes,dry food,500,stand-up,BOPP+CPP,19.7,29.4,6.1,100,2 color,yes,yes,low,12,1000,124.16,133.48,0.87,2.61,9,18,25.79,500g cornflakes stand-up pouch BOPP+CPP 100 micron 2 color printing with zip lock low barrier suitable for dry food
148,Tea Leaves,dry food,600,stand-up,PET+ALU+PE,19.5,30.3,5.6,110,2 color,yes,yes,high,24,50000,134.25,231.61,0.96,1.41,7,14,40.82,600g tea leaves stand-up pouch PET+ALU+PE 110 micron 2 color printing with zip lock high barrier suitable for dry food
149,Spices,dry food,100,stand-up,PET+PE,15.9,22.7,5.3,100,none,no,yes,medium,18,50000,82.15,155.42,0,3.02,4,13,18.55,100g spices stand-up pouch PET+PE 100 micron none printing without zip lock medium barrier suitable for dry food
150,Coffee Powder,dry food,250,stand-up,PET+ALU+PE,17.2,26.6,5.6,110,none,no,yes,high,18,500,110.35,279.57,0.16,5.25,7,14,44.23,250g coffee powder stand-up pouch PET+ALU+PE 110 micron none printing without zip lock high barrier suitable for dry food
151,Lentils,dry food,500,stand-up,PET+PE,19.0,30.8,6.1,90,1 color,no,yes,medium,18,500,112.67,150.54,0.6,2.51,6,17,24.89,500g lentils stand-up pouch PET+PE 90 micron 1 color printing without zip lock medium barrier suitable for dry food
152,Pesticide,agri,500,stand-up,LDPE,19.2,29.0,6.5,100,full color,no,no,medium,18,5000,123.68,104.71,1.48,7.89,6,20,28.39,500g pesticide stand-up pouch LDPE 100 micron full color printing without zip lock medium barrier suitable for agri
153,Almonds,premium food,200,stand-up,PET+ALU+PE,18.0,27.7,5.7,150,1 color,no,yes,high,18,2000,161.75,298.57,0.42,4.26,5,16,64.52,200g almonds stand-up pouch PET+ALU+PE 150 micron 1 color printing without zip lock high barrier suitable for premium food
154,Organic Seeds,agri,100,3-side seal,Kraft+PE,12.6,16.1,0,80,none,no,no,low,18,10000,24.07,114.19,0,4.04,7,10,7.99,100g organic seeds 3-side seal pouch Kraft+PE 80 micron none printing without zip lock low barrier suitable for agri
155,Green Tea,dry food,100,stand-up,PET+ALU+PE,13.8,23.6,5.3,150,2 color,no,yes,high,18,50000,114.24,224.79,0.9,2.5,3,13,33.85,100g green tea stand-up pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for dry food
156,Chilli Powder,dry food,100,stand-up,PET+PE,13.6,23.7,5.3,90,2 color,no,yes,medium,12,2000,68.04,131.92,1.03,4.2,9,10,17.03,100g chilli powder stand-up pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for dry food
157,Cake Mix,bakery,700,stand-up,PET+PE,21.8,30.0,6.6,125,2 color,yes,yes,medium,12,2000,175.72,157.44,0.97,4.6,3,20,41.08,700g cake mix stand-up pouch PET+PE 125 micron 2 color printing with zip lock medium barrier suitable for bakery
158,Fertilizer Sample,agri,1500,side gusset,LDPE,39.4,53.2,14.9,80,full color,no,no,low,18,1000,386.07,94.43,1.47,5.1,3,18,52.29,1500g fertilizer sample side gusset pouch LDPE 80 micron full color printing without zip lock low barrier suitable for agri
159,Turmeric Powder,dry food,100,stand-up,PET+PE,15.7,21.2,4.5,90,2 color,yes,yes,medium,18,50000,65.22,139.37,0.95,4.57,5,9,16.72,100g turmeric powder stand-up pouch PET+PE 90 micron 2 color printing with zip lock medium barrier suitable for dry food
160,Oats,dry food,600,stand-up,PET+PE,19.7,29.9,6.1,75,2 color,yes,yes,medium,12,500,94.33,147.85,0.77,2.54,8,18,21.99,600g oats stand-up pouch PET+PE 75 micron 2 color printing with zip lock medium barrier suitable for dry food
161,Pancake Mix,bakery,450,stand-up,PET+PE,18.9,29.4,5.8,100,1 color,no,yes,medium,12,100000,117.94,179.04,0.54,2.11,4,9,26.94,450g pancake mix stand-up pouch PET+PE 100 micron 1 color printing without zip lock medium barrier suitable for bakery
162,Spices,dry food,100,stand-up,PET+PE,13.6,20.8,5.3,125,none,yes,yes,medium,18,10000,85.94,155.77,0.2,4.71,5,8,20.75,100g spices stand-up pouch PET+PE 125 micron none printing with zip lock medium barrier suitable for dry food
163,Chocolate,confectionery,50,3-side seal,PET+ALU+PE,9.4,15.4,0,110,none,no,yes,high,12,25000,23.78,244.59,0.14,3.95,6,19,12.5,50g chocolate 3-side seal pouch PET+ALU+PE 110 micron none printing without zip lock high barrier suitable for confectionery
164,Protein Powder,nutrition,300,flat bottom,PET+ALU+PE,19.5,28.7,8.2,150,2 color,no,yes,high,18,10000,207.23,292.1,0.97,1.37,7,21,81.4,300g protein powder flat bottom pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for nutrition
165,Candy,confectionery,200,stand-up,BOPP+CPP,17.5,26.3,6.2,80,2 color,yes,yes,low,12,50000,84.14,110.0,0.88,4.02,8,21,18.5,200g candy stand-up pouch BOPP+CPP 80 micron 2 color printing with zip lock low barrier suitable for confectionery
166,Fertilizer,agri,1000,side gusset,LDPE,39.3,56.9,15.4,100,none,no,no,low,24,50000,514.86,104.53,0.14,5.69,3,10,67.58,1000g fertilizer side gusset pouch LDPE 100 micron none printing without zip lock low barrier suitable for agri
167,Granola,dry food,400,stand-up,PET+PE,18.6,28.3,6.3,125,2 color,yes,yes,medium,12,500,146.29,160.25,0.95,7.63,5,15,38.67,400g granola stand-up pouch PET+PE 125 micron 2 color printing with zip lock medium barrier suitable for dry food
168,Spices,dry food,100,stand-up,PET+PE,15.2,22.1,4.9,75,2 color,yes,yes,medium,18,1000,56.53,131.3,0.81,4.53,7,9,14.88,100g spices stand-up pouch PET+PE 75 micron 2 color printing with zip lock medium barrier suitable for dry food
169,Gravy Mix,dry food,100,3-side seal,PET+PE,12.8,16.8,0,100,1 color,no,yes,medium,12,10000,31.68,164.7,0.7,2.24,4,21,10.27,100g gravy mix 3-side seal pouch PET+PE 100 micron 1 color printing without zip lock medium barrier suitable for dry food
170,Namkeen,snack,150,center seal,PET+PE,11.0,18.9,0,125,none,no,yes,medium,6,25000,37.64,163.39,0.11,4.76,5,22,14.12,150g namkeen center seal pouch PET+PE 125 micron none printing without zip lock medium barrier suitable for snack
171,Herbicide,agri,500,stand-up,NYLON+PE,20.6,31.7,6.1,100,2 color,no,no,high,24,5000,136.17,189.71,0.81,1.8,9,15,35.65,500g herbicide stand-up pouch NYLON+PE 100 micron 2 color printing without zip lock high barrier suitable for agri
172,Salt,dry food,950,3-side seal,PET+PE,22.2,29.5,0,100,1 color,no,yes,low,24,1000,90.19,133.29,0.52,5.96,6,16,22.75,950g salt 3-side seal pouch PET+PE 100 micron 1 color printing without zip lock low barrier suitable for dry food
173,Seeds,agri,300,3-side seal,PET+PE,16.0,18.3,0,125,2 color,no,no,medium,18,1000,53.25,152.5,0.95,3.28,9,20,16.15,300g seeds 3-side seal pouch PET+PE 125 micron 2 color printing without zip lock medium barrier suitable for agri
174,Cornflakes,dry food,600,stand-up,BOPP+CPP,20.8,28.5,6.0,65,none,no,yes,low,12,2000,81.66,118.25,0,7.53,4,13,20.2,600g cornflakes stand-up pouch BOPP+CPP 65 micron none printing without zip lock low barrier suitable for dry food
175,Muesli,dry food,600,stand-up,BOPP+CPP,21.0,29.0,6.1,80,2 color,yes,yes,low,12,10000,103.25,136.87,0.78,5.42,7,17,25.45,600g muesli stand-up pouch BOPP+CPP 80 micron 2 color printing with zip lock low barrier suitable for dry food
176,Chips,snack,50,center seal,BOPP+CPP,9.0,16.5,0,65,2 color,no,yes,low,6,500,14.26,149.51,0.76,1.13,8,20,5.21,50g chips center seal pouch BOPP+CPP 65 micron 2 color printing without zip lock low barrier suitable for snack
177,Spices,dry food,100,stand-up,PET+PE,15.5,23.1,4.9,100,none,yes,yes,medium,18,10000,79.05,162.1,0,2.56,9,18,19.77,100g spices stand-up pouch PET+PE 100 micron none printing with zip lock medium barrier suitable for dry food
178,Coriander Powder,dry food,100,stand-up,PET+PE,14.4,20.3,4.6,125,full color,yes,yes,medium,12,100000,82.83,140.2,1.38,3.05,8,13,19.58,100g coriander powder stand-up pouch PET+PE 125 micron full color printing with zip lock medium barrier suitable for dry food
179,Namkeen,snack,100,center seal,BOPP+CPP,13.4,16.5,0,80,2 color,no,yes,low,6,1000,26.13,119.15,0.89,2.73,4,10,7.7,100g namkeen center seal pouch BOPP+CPP 80 micron 2 color printing without zip lock low barrier suitable for snack
180,Coriander Powder,dry food,100,stand-up,PET+PE,13.7,23.8,5.4,75,full color,yes,yes,medium,12,2000,57.66,170.67,1.48,5.99,4,20,21.6,100g coriander powder stand-up pouch PET+PE 75 micron full color printing with zip lock medium barrier suitable for dry food
181,Crackers,snack,150,3-side seal,BOPP+CPP,13.5,15.9,0,100,2 color,yes,yes,low,6,1000,31.89,156.71,0.9,7.76,4,17,16.62,150g crackers 3-side seal pouch BOPP+CPP 100 micron 2 color printing with zip lock low barrier suitable for snack
